MSG	11451414 TRIAL 11 START
MSG	11454615 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.52 deg.  19.7,7.1 pix.
MSG	11455374 RECCFG P 500 2 1 
MSG	11455374 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	11455375 !MODE RECORD P 500 2 1
START	11455376 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
11456134	  980.0	  583.1	  394.0	.
11456136	  979.4	  583.4	  394.0	.
11456138	  979.2	  583.6	  394.0	.
11456140	  979.2	  584.3	  394.0	.
11456142	  979.6	  583.6	  394.0	.
11456144	  979.9	  584.2	  393.0	.
11456146	  979.9	  584.7	  393.0	.
11456148	  980.3	  586.4	  392.0	.
11456150	  980.7	  587.0	  392.0	.
11456152	  980.7	  586.7	  393.0	.
11456154	  980.5	  586.7	  395.0	.
11456156	  980.3	  586.8	  398.0	.
11456158	  980.4	  587.0	  399.0	.
11456160	  980.2	  586.9	  399.0	.
11456162	  980.0	  586.8	  398.0	.
11456164	  980.8	  586.2	  397.0	.
11456166	  981.7	  586.4	  395.0	.
11456168	  982.5	  586.8	  390.0	.
11456170	  982.5	  587.1	  389.0	.
11456172	  982.2	  587.5	  389.0	.
11456174	  982.1	  588.1	  388.0	.
11456176	  982.1	  588.2	  387.0	.
11456178	  982.6	  588.0	  386.0	.
11456180	  982.7	  587.9	  386.0	.
11456182	  982.8	  587.8	  386.0	.
11456184	  983.2	  587.9	  386.0	.
11456186	  983.7	  587.9	  386.0	.
11456188	  983.8	  588.2	  386.0	.
11456190	  984.0	  588.4	  386.0	.
11456192	  984.1	  590.4	  385.0	.
11456194	  984.3	  590.5	  385.0	.
11456196	  984.3	  590.7	  384.0	.
11456198	  984.3	  590.7	  384.0	.
11456200	  984.4	  590.8	  384.0	.
11456202	  984.2	  591.0	  384.0	.
11456204	  984.2	  591.4	  384.0	.
11456206	  984.3	  592.3	  382.0	.
11456208	  984.3	  592.2	  382.0	.
11456210	  984.4	  594.3	  382.0	.
11456212	  981.6	  594.3	  382.0	.
11456214	  982.0	  593.7	  383.0	.
11456216	  982.5	  595.1	  385.0	.
11456218	  982.9	  596.3	  385.0	.
11456220	  983.2	  597.4	  382.0	.
11456222	  983.3	  597.6	  381.0	.
11456224	  983.3	  595.7	  381.0	.
11456226	  983.8	  595.5	  380.0	.
11456228	  983.7	  596.2	  380.0	.
11456230	  983.8	  596.9	  378.0	.
11456232	  983.6	  597.1	  377.0	.
11456234	  983.6	  597.3	  377.0	.
11456236	  982.6	  598.2	  377.0	.
11456238	  981.9	  597.5	  377.0	.
11456240	  981.2	  598.1	  377.0	.
11456242	  981.6	  598.7	  377.0	.
11456244	  981.0	  598.6	  378.0	.
11456246	  980.7	  601.8	  380.0	.
11456248	  979.3	  604.9	  380.0	.
11456250	  979.5	  604.5	  381.0	.
11456252	  979.4	  604.8	  381.0	.
11456254	  969.9	  603.7	  380.0	.
EFIX L   11455696	11456254	560	  979.4	  575.5	    446
SSACC L  11456256
11456256	  967.0	  603.4	  378.0	.
11456258	  961.3	  602.7	  377.0	.
11456260	  955.7	  602.0	  377.0	.
11456262	  953.4	  603.5	  375.0	.
ESACC L  11456256	11456262	8	  967.0	  603.4	  955.7	  602.0	   0.28	     73
SFIX L   11456264
11456264	  950.9	  603.4	  375.0	.
11456266	  950.3	  603.3	  375.0	.
11456268	  949.6	  603.2	  373.0	.
11456270	  948.4	  603.1	  372.0	.
11456272	  948.4	  603.0	  370.0	.
11456274	  948.6	  603.0	  368.0	.
11456276	  948.5	  602.8	  368.0	.
11456278	  948.4	  600.9	  368.0	.
11456280	  948.5	  599.0	  367.0	.
11456282	  948.5	  599.0	  367.0	.
11456284	  949.2	  599.1	  367.0	.
11456286	  950.0	  599.6	  366.0	.
11456288	  950.1	  600.1	  365.0	.
11456290	  949.7	  599.8	  365.0	.
11456292	  949.2	  599.9	  366.0	.
11456294	  949.3	  600.2	  366.0	.
11456296	  949.3	  600.2	  366.0	.
11456298	  948.3	  600.0	  366.0	.
11456300	  948.6	  600.0	  366.0	.
11456302	  948.6	  600.4	  365.0	.
11456304	  948.4	  599.6	  364.0	.
11456306	  948.4	  601.0	  364.0	.
11456308	  948.2	  601.2	  364.0	.
11456310	  948.3	  600.9	  364.0	.
11456312	  948.6	  600.6	  363.0	.
11456314	  948.6	  599.9	  363.0	.
11456316	  948.6	  600.3	  363.0	.
11456318	  949.3	  601.0	  363.0	.
11456320	  949.0	  600.7	  364.0	.
11456322	  949.6	  600.7	  364.0	.
11456324	  950.2	  600.3	  363.0	.
11456326	  950.6	  600.5	  363.0	.
11456328	  950.3	  600.5	  364.0	.
11456330	  950.3	  600.1	  364.0	.
11456332	  949.6	  600.3	  364.0	.
11456334	  949.8	  599.4	  364.0	.
11456336	  950.1	  598.4	  364.0	.
11456338	  950.3	  598.5	  363.0	.
11456340	  950.5	  598.5	  363.0	.
11456342	  950.7	  599.1	  362.0	.
11456344	  950.7	  599.5	  362.0	.
11456346	  950.5	  598.6	  365.0	.
11456348	  951.1	  597.7	  369.0	.
11456350	  951.5	  598.0	  371.0	.
11456352	  951.5	  596.7	  371.0	.
11456354	  951.4	  597.9	  371.0	.
11456356	  951.2	  597.6	  371.0	.
11456358	  951.3	  597.7	  368.0	.
11456360	  951.6	  598.0	  366.0	.
11456362	  952.0	  596.8	  365.0	.
11456364	  953.4	  597.5	  361.0	.
11456366	  953.8	  598.3	  362.0	.
11456368	  953.9	  598.2	  362.0	.
11456370	  953.8	  599.2	  362.0	.
11456372	  953.9	  598.3	  362.0	.
11456374	  953.8	  597.5	  363.0	.
11456376	  953.9	  597.7	  364.0	.
11456378	  953.9	  597.4	  364.0	.
11456380	  954.1	  596.9	  363.0	.
11456382	  953.1	  596.5	  363.0	.
11456384	  952.2	  596.2	  362.0	.
11456386	  953.2	  596.3	  362.0	.
11456388	  953.2	  596.6	  362.0	.
11456390	  953.6	  595.5	  362.0	.
11456392	  952.8	  594.1	  361.0	.
11456394	  952.9	  593.3	  361.0	.
11456396	  953.3	  593.9	  362.0	.
11456398	  953.5	  594.6	  363.0	.
11456400	  953.8	  593.2	  363.0	.
11456402	  952.7	  593.6	  364.0	.
11456404	  952.9	  591.9	  364.0	.
11456406	  952.5	  590.3	  362.0	.
11456408	  953.7	  590.4	  363.0	.
11456410	  954.2	  591.3	  361.0	.
11456412	  954.4	  588.3	  361.0	.
11456414	  954.5	  588.2	  361.0	.
11456416	  954.3	  588.4	  361.0	.
11456418	  954.0	  587.8	  362.0	.
11456420	  953.6	  588.8	  363.0	.
11456422	  953.5	  590.0	  364.0	.
11456424	  953.3	  586.7	  366.0	.
11456426	  953.3	  587.0	  366.0	.
11456428	  953.3	  587.2	  361.0	.
11456430	  953.3	  587.9	  361.0	.
11456432	  952.4	  588.3	  361.0	.
11456434	  952.7	  588.1	  362.0	.
11456436	  952.9	  587.9	  362.0	.
11456438	  953.0	  589.1	  362.0	.
11456440	  953.0	  588.7	  361.0	.
11456442	  952.8	  588.5	  362.0	.
11456444	  952.6	  589.7	  363.0	.
11456446	  951.8	  590.8	  366.0	.
11456448	  951.2	  588.7	  366.0	.
11456450	  952.2	  588.8	  366.0	.
11456452	  952.5	  589.0	  371.0	.
11456454	  952.8	  588.4	  371.0	.
11456456	  954.2	  589.3	  371.0	.
11456458	  953.9	  590.0	  371.0	.
11456460	  953.7	  590.9	  371.0	.
11456462	  953.6	  591.9	  370.0	.
11456464	  953.5	  590.3	  367.0	.
11456466	  953.4	  592.6	  365.0	.
11456468	  953.4	  595.0	  365.0	.
11456470	  953.4	  593.6	  364.0	.
11456472	  953.5	  593.4	  364.0	.
11456474	  952.7	  593.7	  362.0	.
11456476	  953.0	  594.2	  362.0	.
11456478	  953.4	  596.1	  363.0	.
11456480	  953.9	  598.1	  365.0	.
11456482	  953.6	  597.0	  365.0	.
11456484	  953.5	  598.1	  365.0	.
11456486	  953.4	  597.7	  365.0	.
11456488	  953.1	  597.3	  365.0	.
11456490	  953.2	  596.6	  365.0	.
11456492	  953.3	  596.6	  365.0	.
11456494	  953.7	  596.6	  365.0	.
11456496	  953.8	  595.4	  366.0	.
11456498	  953.9	  596.6	  367.0	.
11456500	  953.8	  597.8	  366.0	.
11456502	  953.7	  596.2	  365.0	.
11456504	  954.3	  594.8	  364.0	.
11456506	  954.6	  594.2	  364.0	.
11456508	  954.8	  593.9	  365.0	.
11456510	  954.4	  594.3	  365.0	.
11456512	  954.0	  592.4	  365.0	.
11456514	  953.8	  590.6	  365.0	.
11456516	  954.0	  591.0	  365.0	.
11456518	  953.7	  589.9	  365.0	.
11456520	  953.4	  588.9	  366.0	.
11456522	  952.7	  588.2	  367.0	.
11456524	  952.3	  588.6	  368.0	.
11456526	  951.8	  586.6	  368.0	.
11456528	  952.4	  588.2	  368.0	.
11456530	  953.1	  589.9	  368.0	.
11456532	  953.6	  588.2	  368.0	.
11456534	  954.1	  589.8	  368.0	.
11456536	  954.2	  591.3	  368.0	.
11456538	  954.2	  590.8	  370.0	.
11456540	  954.2	  592.0	  370.0	.
11456542	  953.7	  593.1	  370.0	.
11456544	  953.5	  591.8	  370.0	.
11456546	  954.0	  592.9	  372.0	.
11456548	  953.6	  592.4	  382.0	.
11456550	  953.2	  592.6	  382.0	.
11456552	  953.0	  592.8	  382.0	.
11456554	  952.9	  593.6	  382.0	.
11456556	  951.3	  596.9	  380.0	.
11456558	  951.7	  596.5	  374.0	.
11456560	  951.5	  596.0	  373.0	.
11456562	  951.7	  595.9	  373.0	.
11456564	  951.9	  596.4	  374.0	.
