MSG	11548948 TRIAL 18 START
MSG	11550848 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.83 deg.  -32.2,-7.0 pix.
MSG	11551606 RECCFG P 500 2 1 
MSG	11551606 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	11551607 !MODE RECORD P 500 2 1
START	11551608 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
11552454	  990.4	  574.5	  379.0	.
11552456	  979.9	  575.3	  380.0	.
11552458	  968.2	  576.1	  380.0	.
11552460	  955.4	  577.9	  381.0	.
11552462	  937.2	  579.6	  382.0	.
11552464	  926.8	  578.4	  382.0	.
11552466	  913.4	  578.2	  382.0	.
11552468	  898.8	  576.9	  375.0	.
11552470	  885.3	  576.4	  375.0	.
11552472	  875.7	  575.9	  375.0	.
11552474	  863.8	  575.3	  375.0	.
11552476	  852.5	  575.1	  375.0	.
11552478	  841.9	  574.9	  372.0	.
11552480	  835.6	  574.2	  370.0	.
11552482	  828.1	  573.5	  370.0	.
ESACC L  11552452	11552482	32	  997.7	  574.2	  835.6	  574.2	   4.06	    177
SFIX L   11552484
11552484	  825.1	  573.2	  371.0	.
11552486	  820.3	  573.0	  373.0	.
11552488	  817.2	  572.8	  373.0	.
11552490	  814.2	  573.1	  373.0	.
11552492	  809.6	  572.7	  373.0	.
11552494	  802.5	  573.7	  373.0	.
11552496	  801.0	  574.8	  372.0	.
11552498	  795.7	  575.8	  372.0	.
11552500	  791.5	  575.7	  370.0	.
11552502	  782.0	  575.5	  370.0	.
11552504	  778.3	  578.1	  370.0	.
11552506	  772.9	  580.5	  370.0	.
11552508	  771.7	  580.4	  370.0	.
11552510	  768.6	  581.0	  370.0	.
11552512	  764.3	  581.4	  370.0	.
11552514	  761.8	  582.7	  368.0	.
11552516	  759.2	  583.5	  367.0	.
11552518	  752.5	  586.2	  367.0	.
11552520	  747.4	  585.5	  367.0	.
11552522	  743.7	  586.6	  367.0	.
11552524	  738.9	  586.3	  367.0	.
11552526	  733.9	  586.0	  367.0	.
11552528	  733.8	  586.5	  368.0	.
11552530	  729.3	  586.4	  368.0	.
11552532	  725.9	  586.2	  368.0	.
11552534	  724.7	  586.2	  368.0	.
11552536	  724.7	  586.2	  369.0	.
11552538	  724.5	  585.5	  369.0	.
11552540	  720.2	  585.4	  368.0	.
11552542	  718.0	  585.5	  368.0	.
11552544	  717.7	  585.8	  368.0	.
11552546	  717.5	  586.1	  368.0	.
11552548	  713.0	  585.0	  367.0	.
11552550	  712.3	  584.0	  367.0	.
11552552	  711.6	  583.5	  367.0	.
11552554	  707.8	  582.9	  368.0	.
11552556	  703.9	  581.2	  369.0	.
11552558	  702.5	  581.3	  369.0	.
11552560	  701.1	  581.5	  369.0	.
11552562	  698.3	  582.0	  369.0	.
11552564	  695.5	  582.3	  369.0	.
11552566	  692.6	  581.5	  369.0	.
11552568	  689.0	  582.4	  368.0	.
11552570	  687.6	  582.0	  368.0	.
11552572	  681.8	  581.7	  366.0	.
11552574	  680.2	  581.1	  365.0	.
11552576	  674.4	  580.5	  364.0	.
11552578	  670.7	  579.1	  364.0	.
11552580	  667.2	  578.5	  364.0	.
11552582	  666.7	  577.9	  364.0	.
11552584	  666.1	  577.9	  364.0	.
11552586	  660.1	  577.7	  363.0	.
11552588	  657.0	  577.3	  364.0	.
11552590	  654.1	  577.2	  364.0	.
11552592	  651.9	  577.2	  364.0	.
11552594	  649.0	  576.8	  365.0	.
11552596	  646.3	  576.6	  365.0	.
11552598	  644.3	  576.4	  365.0	.
11552600	  644.3	  576.3	  364.0	.
11552602	  644.3	  576.1	  364.0	.
11552604	  644.3	  575.8	  365.0	.
